ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,1995,0,0,0,0,0,0,0,0,31.5,190,153.6,76.2
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,1996,295.9,127.2,247.5,149.2,0,0,0,0,0,0,0,115.2
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,1997,294.2,76.9,160.2,296.3,144.1,134.3,20.1,3.6,75.3,174,182,110.1
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,1998,144.3,118,209.1,438.3,292.6,30.6,35.2,30.7,103.2,385.9,105.4,235.7
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,1999,78.3,256.6,83,339.3,108.2,236.2,17.6,23.7,322.9,337.9,234.4,199.5
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2000,112.6,304.8,201.8,322.7,338.9,199.5,37.5,74.8,218.3,244.3,190.9,115.5
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2001,6.8,132.7,226.7,31.4,198.1,15.3,21.6,38.3,106,35.8,61.7,45.3
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2002,22,56.5,261.3,51.2,264.9,312.5,51.2,6.8,161.9,262.6,280.2,257.5
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2003,22.2,176,345.9,655.3,69.6,0,37.6,33.1,222.1,675,427.3,180.2
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2004,90.3,276.5,70.5,454.7,321.1,53.9,59,16.5,461.1,507.4,402.4,532.3
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2005,162.8,258.6,206.2,183.1,657.2,108.9,109.7,53.3,54.5,670.7,722.7,303.7
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2006,312.5,236,670.7,753.4,474,186.4,50.5,66.9,48.4,288,508.2,288.7
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2007,202.4,65.1,261.3,579.6,697.4,94.8,60.5,125.9,10.7,675.2,538.7,439.9
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2008,399.3,318.8,336.3,234,439.3,196.6,64.8,294.4,184.9,367.3,41,1.8
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2009,158.1,0,323.8,239.5,227,203.5,26.5,27.6,89.8,106.4,186.8,140.9
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2010,116.7,124.6,26,343.2,371.9,104.6,201.8,26.7,92.4,94.9,397.6,243
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2011,9.2,275.3,365.1,533.7,229.6,126.3,60.5,30.5,89.8,271.8,367.8,290.5
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2012,247.1,64.2,143.4,309.2,141.9,50.8,53.4,114.3,45.7,257.3,97,45.8
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2013,29.4,256.4,142.2,245.9,224.8,24.9,20.8,117.6,103.1,140.8,335.9,220.4
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2014,152,206.8,186.5,157.9,243.9,54.3,11,0,0,0,0,0
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2015,71.3,199.2,247.5,170.8,38.799999999999997,51.3,30.3,0,83.2,203.7,271.39999999999998,5.6
Pajas Blancas,2119022,973320,944710,Nilo,R. Paguey,2016,60.7,71,149.80000000000001,157.30000000000001,172.2,7.4,28.1,8.6,66.8,151.6,298.10000000000002,94.7
Batán,2119046,961500,967600,Pasca,R. Batán,1998,19.9,45.2,69,42.6,152.4,58,104.8,43.8,74.1,216,110.6,62.4
Batán,2119046,961500,967600,Pasca,R. Batán,1999,138.7,80.9,94.7,143.3,99.9,59.2,40.3,103,95.8,170.8,105.7,58
Batán,2119046,961500,967600,Pasca,R. Batán,2000,102.6,122.4,123.9,47.4,98.3,69.3,71.3,54.2,116.2,95.9,73.5,42.6
Batán,2119046,961500,967600,Pasca,R. Batán,2001,12.4,67.8,116.8,40.6,106.4,43,27.4,24.9,75.9,114.5,81.6,85.7
Batán,2119046,961500,967600,Pasca,R. Batán,2002,9.2,39.3,84.8,231.1,122.7,133.8,66.6,27,91.4,78.7,44.3,59.1
Batán,2119046,961500,967600,Pasca,R. Batán,2003,4.9,80,133.4,103.4,43.7,0,119.3,62.8,66.2,224,151.9,56.4
Batán,2119046,961500,967600,Pasca,R. Batán,2004,104.3,111.9,71.1,195,142.5,80.9,123.9,51.5,130.1,235.8,149.5,49.2
Batán,2119046,961500,967600,Pasca,R. Batán,2005,53.2,63.5,45.7,132,220.6,94.9,113.8,83.2,84,213.9,158.7,62.4
Batán,2119046,961500,967600,Pasca,R. Batán,2006,91.3,28.1,168.9,171.5,195.9,107.4,68.4,60.7,77.1,417.6,137.5,50.3
Batán,2119046,961500,967600,Pasca,R. Batán,2007,0,61.7,82.5,177.1,139,109,46.8,104.6,51.3,189.8,67.3,196.1
Batán,2119046,961500,967600,Pasca,R. Batán,2008,40.1,47.5,148.5,112.9,181.7,149,136.1,117.2,68.9,137.1,233.4,151.7
Batán,2119046,961500,967600,Pasca,R. Batán,2009,59.8,90.8,151.2,122.5,97.9,138.7,62.6,54.7,58.3,85.1,95.9,60.7
Batán,2119046,961500,967600,Pasca,R. Batán,2010,12,14.5,20,163.8,166.6,140.2,153,82,126.5,148.2,294.6,117
Batán,2119046,961500,967600,Pasca,R. Batán,2011,31.3,178.4,245.4,272.6,143.5,51.1,69.8,81.9,61.5,203.6,259.6,116.9
Batán,2119046,961500,967600,Pasca,R. Batán,2012,48.1,37.5,129.8,203.7,132.2,73.6,85.5,108.7,50.3,107.8,85.8,107.1
Batán,2119046,961500,967600,Pasca,R. Batán,2013,54.6,138,59,169.1,146.8,58.2,45.1,71.1,37.8,81.7,160.9,158.7
Batán,2119046,961500,967600,Pasca,R. Batán,2014,40.9,104.3,82.2,91.4,146.9,95.1,50.5,0,0,0,0,0
Batán,2119046,961500,967600,Pasca,R. Batán,2015,26,59.3,118.9,73.3,51.3,131.9,49.2,30.3,15.9,103,93.2,4.6
Batán,2119046,961500,967600,Pasca,R. Batán,2016,44.3,70.2,73.7,120.2,168.1,81.3,92.5,91.4,80,142.9,184.1,84.9
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,1998,0,0,0,0,0,0,98.9,52.9,67,158.5,119.6,92.6
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,1999,78.9,82.2,31.3,94.7,83.9,112.6,46,98.4,115,179.4,118.5,41.8
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2000,79.9,117.7,127.6,54.6,115.7,61.4,48.6,52.4,75.7,58.2,106.4,60.9
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2001,17.3,100.4,73.2,23,75.2,63.7,29.5,21,48.4,101.8,73.3,93.5
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2002,16.9,44.2,76.5,199.7,112.4,107.3,50.7,36,72.9,94.8,41.5,42.5
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2003,5.6,54.5,98.2,175.4,27.9,0,130.7,35.6,49.8,205.3,160.1,49.4
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2004,61.5,35.6,37.8,145.3,121.4,67.4,83.3,37.8,61.5,176.8,126.7,22.9
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2005,56.9,54,56.9,73.5,175.9,55.2,2.5,30.2,55.1,123.7,86.8,70.6
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2006,82,33.1,149.3,131.1,144.2,94,42.6,30.3,45.6,171.9,143.4,37.6
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2007,18.2,16.3,60.3,109.5,93,99.3,56.6,99.8,35.5,148.3,62.7,99.2
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2008,62.4,44,122.7,106.6,184.8,77.7,91.7,108.4,52.8,100.4,158.8,107.5
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2009,38,80.8,98.2,78.3,52.4,95.2,55.2,69.9,22.3,97.4,93.9,31.4
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2010,20,10.4,15.8,184.9,126,95.8,158.2,66.2,126,130,177.3,138.1
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2011,28.7,175.9,201.5,250.3,147.3,34.5,45.4,65.9,58.2,194.8,157.6,70.1
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2012,42.7,29,90.4,187.9,67.6,56.6,62.6,81.7,32.7,164.9,143.7,88.7
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2013,38.8,98.5,29.2,90.9,119,36.7,52.2,33.9,40.3,48.2,154.2,92.5
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2014,32.1,84.6,49.9,71.5,58.4,98.6,25.6,16,36,101,68,42
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2015,30,50,63.5,72.400000000000006,24,84,45,31,20,50,84,3
Hda La Mesa,2119047,973470,962820,Pasca,R. Cuja,2016,39,51,50,130,81,56,56,59.2,67.400000000000006,109.2,131.4,80.8
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1996,0,0,0,0,0,0,90.5,39,33.1,124.8,99.8,58.5
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1997,165,17.1,146.9,63.6,22.6,66.2,16.5,10.3,46.3,28.2,112.9,8.8
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1998,17.7,37,62,75.6,139.2,54.8,59.1,5.8,46.3,188,204.5,78.3
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1999,136.4,164.9,52.3,132.9,37.1,71.1,34.3,41.5,101.3,144.8,195.2,124.5
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2000,182.8,144,175.7,45.4,80.3,51.1,0,38.9,77.1,38.8,36.3,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2001,9,19.4,10.4,0,0,18.4,18.7,2.9,0,0,0,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2002,0,0,0,0,135.2,90.4,82.4,106.7,82.4,106.7,0,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2003,14.7,156.8,200.5,66.1,22.6,66.7,32.2,23,111,277.2,83.3,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2004,136.2,52.8,56.2,107.5,112,24.9,59.9,0,0,0,0,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2006,34.8,90.9,69.4,0,17.4,54.6,31.4,0,0,0,0,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2007,0,0,0,0,0,0,0,65.8,41.5,229.8,0,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2008,73.3,117,163.2,117.7,168.5,111.8,74.1,84.4,0,154.3,202.9,0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2009,9.1,57.1,85.4,79.5,68.8,60.6,40.8,50.1,30.4,79,121.3,40.3
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2010,14,15.5,29.4,136,254.9,96.8,103.1,59.3,134.7,136.7,229.1,104.8
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2011,25.9,198.6,202.3,322,171.9,30.7,44.3,47.9,27.2,191.2,253,76.7
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2012,117.2,63.4,198.9,165.2,48.5,71.4,35.4,50.5,25,151.6,77.1,111.8
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2013,54.2,146.7,110.2,122,125.6,39,37.6,51.6,36.9,28.8,196,162.2
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2014,117.8,98.7,132.30000000000001,103.7,145.5,68.599999999999994,28.9,24.9,122.5,106.1,100,38
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2015,49.7,81.7,165.9,118.2,49.4,39.200000000000003,22,21.6,34.299999999999997,51,86.7,4.9
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2016,40.6,96.6,74.599999999999994,161.1,178.8,30.8,39.5,41.8,108.6,119.6,181.1,114.7
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1947,0,0,0,0,0,148.4,98.4,79.3,165.9,168.6,70.5,29
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1948,29.5,60.7,77.8,219.7,117.7,91.6,67.6,47,111.4,115.5,114.5,57.2
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1949,44.2,7,64.3,100.5,128.2,88,143,105.8,103.8,129.2,103.3,59.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1950,97.3,142,74.2,206.8,172,164.2,130.7,129.3,85.9,275.5,164.2,86.7
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1951,41,47,115,136.8,138.5,120,97,124,72,107,149.5,43
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1952,51,27,71,118,146.5,104,136,73.2,123,91.5,131,76
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1953,80,47,35.5,98,88,84,65,23,118,216,170,42
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1954,47,38,60,152,104,135,101,78,23,178,190,94
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1955,21,58,60.4,230,93,166,165,89,132.5,228,114,78
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1956,35,125,88,80.6,121.1,136.3,67.3,72,143.1,251.7,115.5,92.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1957,49,28.9,91,77.3,104.1,65.5,89,85.8,29.6,154.1,26.4,45.3
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1958,11.3,55.9,80.2,109.7,100,46.6,55.2,148.9,24.7,112,100,20
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1959,0,39,54,42,144,113,104.2,74,95,100,151,19
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1960,102.5,79,54,131,106,86,79,83,56.5,167,40,116
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1961,48,3.5,84.5,108,34,145,84,101,62,148,141,25
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1962,40.5,58,71,150.5,123.6,134,90,132.5,67,236,223,39
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1963,10,68.5,77,84.5,195.5,142.5,120,86,28.5,72,181,42
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1964,23,42.5,50.5,79,130,161,118.5,39,58,89,89,81.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1965,39,13,15,219,98,34.2,113,99,46,184.5,191,52.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1966,8.5,19,101,89,142.5,109.5,67.5,107,94,139,173.5,115
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1967,48.5,47,54.5,147.5,128.5,113,90.5,101.5,59.8,72,105.5,53
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1968,5,67.5,63.5,220,121,188.5,104,67,115.5,135.5,129,22
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1969,81.5,71,7,186.5,105,94.9,54,74,84,167.8,97,53
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1970,50,76,27,110,118,84,50,52,115,133,126,46
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1971,112,87,108,164,231,53,67,127,113,171,130,73
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1972,68,47.5,145,223.5,135,148,96.5,54,20,41,104.4,36.2
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1973,5.5,31.5,70,71,83,110,82.5,70,134,125,116,87
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1974,29,81.5,91,130.8,91.3,42,44.5,93,133,199,195,30
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1975,16,67,73,91,105,89,101,110,100,130,124,117
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1976,21,69,101,120,97,77,105,39,80,121,92,28
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1977,28,2,60,150,86,97,58,93.6,131,114,77,46
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1978,0,20,97,167,115,137,35,46,109,137,35,80
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1979,17,16,79,141,73,172,62,85,50,273,155,45
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1980,14,42,33,93,114,140,41,55,40,126,55,29
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1981,10,17,56,174,218,58,60,75,52,117,110,33
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1982,25.8,80,52,208,101,28,67,50,56,160,60,30
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1987,16,38,33,127,197,52,79,72.7,66.9,142.5,72.7,44.4
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1988,9,25.5,6.5,74.4,78.6,173.7,127,157.5,200.4,227.8,188.3,13.4
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1991,6.7,53.1,155.6,57.4,102.1,62.7,124.5,117.3,65.4,46.4,141,31.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1992,21,55.6,82.4,73.6,106.4,32.9,113.5,55.6,0,0,0,0
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1993,0,0,0,0,39.1,50.5,52.5,28.6,61.2,75.3,122.9,25.8
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1994,32.1,53.7,93.9,64.3,61,73.5,69.6,88.8,70.6,86.7,17.8,28
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1995,17.9,53.4,46.7,67,112.4,72.7,83.6,122,89.7,93.5,65.3,120.3
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1996,29.7,29.9,128.9,71.1,164.1,149.1,148.2,102.6,47.3,181.9,118.6,102.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1997,59.9,32.4,65.9,104.6,53.4,91.4,89.4,56.1,30.6,63.6,80.2,8.3
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1998,21.3,34.9,51.2,90.1,178.9,109.6,114.3,69.8,87.1,151.4,104.2,57.9
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,1999,74.1,107,143.7,115.5,54.4,85.2,67.1,144.9,140.5,245.8,80.9,53.1
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2000,33.4,79.8,89.7,65.9,93.2,103.8,108,86.6,165.5,131.5,74.3,37.2
El Encanto,2120138,1064300,1020600,Tausa,R. Suta,1977,0,2,25,104,50,46,40,28,83,92,83,41
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2001,8.2,49.6,74.1,15.5,147.6,73.6,35.7,104.1,60.2,57.1,60.9,59.1
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2002,11,16.6,79,213.6,155.8,14.2,38.5,72.7,70.1,75.6,10.2,0
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2003,0,0,0,0,0,0,136.5,0,78.5,0,78.5,0
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2004,80.5,24.5,57,109.5,163,75.5,67,0,0,0,0,0
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2005,0,0,25.5,89,170.5,96.5,99.5,142.5,82.5,114,133,28
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2006,63,26.5,93.2,227.5,199,114.5,50.2,71,68.5,98.5,97,4.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2007,20,25.5,86.5,140.5,70,140,38.7,114.2,49.2,,109.2,124.5
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2008,44.4,46.7,164.7,104.9,0,92.9,115.2,180.4,100.5,163.1,205.3,51.6
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2009,33.3,51.2,79.5,64.2,59.9,54.2,93.4,43.2,45.7,135,50,23.3
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2010,7,18.5,22.5,218.5,154.8,106.6,195.7,88.5,147.5,122,415.5,105
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2011,6,94.6,187.1,200.2,254.1,110.1,35.2,54.7,71.8,223.8,206.2,106.4
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2012,73.1,37.8,115.6,225.2,115,79.7,180.3,92.6,67.2,154.3,97.7,28.7
Ventalarga ,2120026,1053180,1002950,Zipaquirá,R. Frío,2013,15.9,81,83.2,93.9,187.9,61.8,61.1,133.7,78.4,69.2,131.8,0
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1955,49,3,25,38,22,38.5,110,44,113,67,79,34
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1956,13,9,71,41.2,72.9,160.2,109.8,100.8,68.6,86.5,34.5,40
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1957,7.5,6,42,52.6,186.9,130.6,135.8,112.6,49.9,72,5.2,16
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1958,2.6,3.5,60.4,35.8,73.5,104,166.8,134.1,25.7,31.2,37,16
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1959,1,9,30,34.5,89,84.2,180,69.1,63.3,72.5,39.7,23.7
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1960,0,12.5,31,52,70,85,97.2,150,75.5,55.5,11.2,47
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1961,17.5,0,59,70.8,38,197,105,87.5,48.5,122,89,3
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1962,2,21,44.5,31,127,137,176,64,52,93,56.5,21
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1963,0,52.5,8,97,155,108,154,130,53.5,32,92.5,14
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1964,0,0,2,62,144.5,99,127,56,57,47,37.5,11
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1965,29,12,25,134,165,114.5,230.5,135.6,49.5,107,72,24.5
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1966,3,13,78,24,35,90,83.5,58.5,53.9,43.9,127.5,66.3
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1967,26.5,0,47.5,104,64,160.5,118,185.5,49.5,34.5,75.5,38.5
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1968,18,42,23.5,134.5,51,137.5,243.5,89,64,77.5,37.5,8.5
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1969,36,11.5,5,118.7,86,67.5,135,79,17,149,65,36
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1970,79.5,48,20,66,97,142,132,57,101,84,27,15
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1971,32,23,50,109,122,112,131,59,46,14.3,38.9,40.2
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1972,76.7,4.8,57.7,182.5,116.7,167.6,209,79,78,34,59.5,9
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1973,3,18,2,64,75,89.5,106.6,151.2,97,76,61.8,16.8
El Encanto,2120138,1064300,1020600,Tausa,R. Suta,1978,0,42,69,180,84,56,39,47,60,79,88,36
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1974,8,16.5,87.5,85,62.5,62,122,64,46.5,30,70,12
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1978,0,0,0,0,0,0,31.5,95.7,54.2,48.7,12.2,10
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1979,7.4,21.7,65.1,91.8,14.5,30.6,4.4,0.2,0,0,0,0
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1980,0,39,42,14,88,154,74,98,157,38,15,0
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1981,0,29,16,100,160,87,55,58,54,90,67,25
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1982,18,21,69,161,112,90.7,146,147,64,66,43,17
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1987,30,44,8.5,80,147,136,176,106.5,72.5,106,61,47
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1988,5,37,16,89,67,85,128,26,43,86,82.1,40
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1991,13.5,30.2,99.8,39,41.9,64.9,115.8,81.9,11.4,29.1,21.8,17
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1992,12.2,25.4,15.3,80.4,49.9,74,98.5,92.4,69.1,33.8,86,11
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1993,25.9,11,69.1,31.8,50.7,32.7,106.2,50.7,59.4,41.8,71.5,9.4
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1994,32.9,14.6,46.8,63.4,108.5,65.2,24.3,116.3,85.6,122.1,78.6,15.4
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1995,15.5,6.5,46.7,45.8,15.3,0,0,0,9.9,34.1,34.8,49.3
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1996,0,0,0,0,0,0,0,0,54.2,74.3,37,35.6
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1997,47.3,29,34.1,32.8,70,111,219.5,82.4,29.3,68.3,33.9,11.8
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1998,1.6,11.8,78.1,27,138.4,57.1,147.7,48,31,47.1,33.9,113.5
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1999,21.3,37.5,44.7,92.5,54.6,69.9,60.1,45.3,112.2,122.4,56.1,29.5
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2000,44.2,37.3,90.3,39.9,107.7,72,113.8,133.1,106.2,81.8,55.2,27.3
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2001,1.1,60.9,26.5,37,89.4,117.1,79.9,141.2,45,11.6,63.3,40.9
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2002,13,4.4,0,103.6,128.9,35,136.1,198.6,45.7,37.9,36.5,10.6
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2003,0.4,4.4,8.2,6.8,10.8,0,149.5,60.5,46.2,59.4,13.3,20.2
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2006,15.3,6.4,50.7,122.3,100.8,175.7,107.2,36.9,39.7,108.2,0.8,17
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2007,1.2,22.7,17.3,62.6,76.2,144.8,52,86,39.9,99.3,51.7,35.6
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2008,22.8,14.3,33,31,104.6,125.4,110.4,91.8,67.4,78.1,128.4,26.4
