ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1985,37,0.5,36,153.5,103,56,54.1,38.2,154,212.5,97,67.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1986,14,79,15.5,104.5,59.5,124,36.5,28,85,243.5,123.5,12
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1987,16,37,77,97,105.5,32.5,73,38,66,294.5,69.5,41.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1988,13,44.5,24.5,111,40,129,32.5,76.5,141,142.5,112.5,100
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1989,72.5,68,129,60,101.5,38,44,15,40.5,87,44.5,40
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1990,21.5,88.5,121,98.5,121.5,29.5,55,30.5,29.5,293,99,71.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1991,9,34,160,83,116.5,37.5,48.5,30,54.5,67,105.5,37.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1992,15.5,35.5,42,32.5,44.5,33.5,29,39.5,81.5,36,151.5,85.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1993,52.5,29,106,128.5,165.5,35.5,61.5,45.3,46.5,80.5,137,39
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1994,77,84,82,124.5,104,57.5,73.5,35.5,58,131,133,9.4
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1995,26.5,34,172,62,92,60.5,48,134,99.5,133,75.5,109.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1996,36.5,118,156.5,76.5,95.5,166,125,43.3,43,166,89.5,92.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1997,59.5,8,30,137.2,55,84.5,24.5,16.5,80,102,42.5,11.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1998,28,79,158.5,123,180,52.5,55,70,41.5,119.5,94,144
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1999,51.5,113,126,86.5,38.5,85.5,43.5,82.6,134,192.6,78,133.1
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2000,15.2,76.5,139,86,104,73.6,108.5,34.5,85.5,142.6,67.5,33
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2001,24.5,28.5,85.5,9.5,77.5,32,38,43,84,67,46,104
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2002,1.5,21,174,137.5,109.5,89,42.5,48.5,59,79.7,95.5,95.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2003,30.5,47.8,57.7,148.2,46,0,0,0,0,0,0,0
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2005,0,84,72,108.5,145,39.5,68.5,69.5,97.5,107,187.5,102.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2006,65,22,192.5,245,144.5,139.5,0,0,40,191.5,211.5,111.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2007,56.5,37.5,151,194,61,74.5,73.5,142.5,29.5,250,95.5,154
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2008,64.5,29,99,172,278,130.5,119,114.7,147.5,153.1,179.3,117.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2009,78.9,66.5,210.6,104,70,71.5,50,71.5,52.5,144.5,61,33.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2010,31,44,22,242,210.5,77,264,67.5,140,172,247,162.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2011,80.5,154.5,335.5,445,255.5,160,88,89.5,85.5,223,313.1,287.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2012,158.5,58,0,0,49.5,63,33.5,44,22.5,189.5,122.5,42.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2013,10,116.5,111,230.5,214,50.5,18,103.5,70,218.5,207,130.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2014,63,110,62.5,147.5,185.5,60.5,34.6,36,50,93,151.5,104
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2015,82.5,65.5,270.5,130,40,72,37,17.5,10.5,66,73.5,10.5
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,2016,46,15,86.5,230,124.5,27.5,49,46,92.5,110.8,159,0
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1963,18.5,51,94.5,111,140,52,35.5,33.5,26.5,76.5,149,19.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1964,27.5,42,39,119,78.5,108,41.5,36,53.5,141,113,52
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1965,19.5,9.5,23,176,76,9.5,30.5,41.5,30.5,112,269.5,26.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1966,5,15.5,55.5,56,134,79.5,39.5,53.5,64.5,160.5,145,105
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1967,27,84.5,115.5,247.5,98,95.2,32.5,35,52.5,93.5,151,87.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1968,58.5,66,55,243,116,126.5,20,40,102,135,163.5,24.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1969,61,48.5,35.5,164,108.5,60.5,18.5,14,104,306.5,131,31
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1970,69.5,28,23.5,85.5,95,44.5,37,23.5,77.5,195,178,54.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1971,113,78.5,142.5,136.5,165,40,31.5,38,86.5,105,140.5,82.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1972,110,48,108.5,380,186.5,64.5,70.5,47,34,58,77.5,114.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1973,6,53,48,62,108,115,99,62,119.5,187.5,238,190.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1974,63.5,78,183,141.5,76,70,23.5,45,145.5,135,123,25
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1975,3,93,75,88,95,56.5,101.5,52,64,120,207.9,240
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1976,92,90,104.5,184.5,89,54,31.5,15.5,94,189.5,115,59
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1977,10,7,46,110,44,38.5,46,40.5,80.5,135,166,11.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1978,21,51,161,174,97.5,48.5,29.5,12,43.5,192.5,63.5,81
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1979,39.5,25,150.5,178.5,146.5,130.5,37.5,94.5,64.5,314.5,231.5,184
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1980,86,87,22.5,154,73,78,16.5,31.5,29,117.5,114,49.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1981,25.5,26.5,63.5,288,224.5,48,14,36.5,46.5,148.5,97,66
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1982,125.5,105.5,99.5,225,95.5,15.5,46.5,30,56,193,112.5,81.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1983,29.5,23.5,59.5,162.5,142,18.5,29,12.5,19,144,68.5,123
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1984,96.5,61.5,59.5,102.5,169.5,84,73.5,111,89.5,102.5,152,54.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1985,61.5,11.5,164.5,175,120.5,32.5,54.5,25.5,165,306.5,123,45
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1986,44,109.5,44,79.5,61.5,94.5,27,23.5,64.5,260,191.5,28
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1987,48,28.5,72,101,156.5,18.5,67.5,27,127,196.5,165.5,51
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1988,3.5,131,27,81.5,53.5,108,44.5,52,118,165.5,204.5,95
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1989,93.5,82,162,57.5,124,25.5,46.5,19.5,31.5,88,56,60
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1990,36.5,86.5,116.5,168.5,89.5,21,68,31.5,9,197,107,192.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1991,12,48,179.5,89,123,44.5,52.5,27.5,45.5,78.5,124.5,71
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1992,28.5,32,15,52.5,60,28.5,40,46,57,32,136.5,123
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1993,119,73,98.5,113,209.5,25.5,36.5,26,36,77,195,59.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1994,74,93,89,149.5,87.5,75.5,44,35,88.5,225,173,36
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1995,33,90,113,77,72,50.5,55.5,108.5,63.5,154.5,89.5,105.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1996,47,82,187,122,118,66,97.5,52.5,32.5,152.5,139.5,80.2
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1997,73.5,8,97.5,148,46.5,60.5,23.5,15,56.5,78.5,95,20.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1998,1,79.5,86,116,160.5,24.5,59.5,49,44.5,92.5,143,85.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1999,125,178,124.5,81.5,32,75.5,43,65.5,117,137,167.5,217
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2000,116.5,89.5,126.5,72.5,73,65,64,45,120,128.5,153,42
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2001,13.5,38.5,96,16.5,62.5,32,24.5,34.5,122.5,116,106.5,81.2
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2002,20.5,35.5,120.5,182.5,103.2,57.5,46,25,61,85,96,32.5
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2003,6,81.5,93.5,151,25.5,34.5,27,8.5,58,185.7,109.8,132
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2004,73.5,19,83.5,149.5,94,44,45.5,14,77.5,146,238.5,54
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2005,140,45.5,60.5,79.5,124,22.5,85,0,0,0,0,0
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2006,95,30.5,119.5,216,145,108.5,0,0,18.5,166,204.5,38
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2007,45.5,36.5,109,166,59.5,34,37.2,77.5,10,189.5,105,165
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2008,72.5,97.5,160.2,245,256.9,65,60,106,60,162,219,59
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2009,33,71,131,88,96,29,16,42,32,82,80.7,44
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2010,7,27,12,182,177,44,191,32,104,216,270,176
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2011,59,170,319,341,261,44,46,54,21,335,277,140
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2012,145,24,114,228,35,14,35,25,19,158,62,30
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2013,71,68,119,124,145,30,20,40,35,72,242,145
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2014,58,106,50,57,148,34,16,28,25,35.6,140,87
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2015,16,42,153,111,15,39,19,8,18,85.3,45,3
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2016,26,8,48,147,85,20,27,8,48,155,224,113
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1963,19,78.5,107.5,115.5,124,39.5,58,32,5,80,176,5
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1964,9,47,11.5,161.5,77.5,62.5,29.5,25,23,78,55.5,72
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1965,3,14.5,13,204,112.5,24.5,42,45,7.5,141,137.5,36
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1966,0,44.5,72,34.5,48.5,72,13.5,25.5,25.5,83,202,140
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1967,44,34.5,75.6,94.2,100.1,66.6,38.3,51.7,31.8,69.2,123.1,44.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1968,9.1,77.7,38.2,154.8,46.5,79.8,35.3,28.2,48.9,65.6,151.2,7.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1969,61.5,30.7,2.7,107.5,58.1,29.3,27.5,22.3,34.4,177.8,83.2,30.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1970,65.9,74.7,12.9,42.8,104.8,37,45.1,15.6,47.1,201.8,81.4,16.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1971,61.9,36.6,110.5,86.9,102.1,53.5,42.4,34.6,65.9,46.4,91.3,83.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1972,96,73,59.4,142,44.7,46.1,43.2,53.5,26.8,51.7,105.4,16.7
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1973,7.4,20,70.2,82.3,44.5,45.6,54.8,79.4,114.7,104.1,85.9,48.7
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1974,24.8,52.3,93.7,105,51.1,31.9,13.3,7,38,79.8,123.3,19.1
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1975,8.1,92.4,80.6,62.5,41.7,47.9,40.8,42.2,44.1,135.6,59.4,94.8
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1976,23.6,41,163.8,116.6,54.8,67,37.8,31.3,57.1,171.3,97.7,35.8
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1977,0.3,3.1,82,118.4,50.9,30,26.9,32.2,111.4,75.4,101.3,58
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1978,1.4,53.1,51.2,106.6,65.3,27.2,26.3,53.9,42.4,93.5,65.1,42.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1979,14.9,39.5,81.5,39.2,42.5,37.2,16.7,38.2,15,217.1,147.2,90.3
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1980,14.7,90.4,44.3,85.4,43.9,100.2,35.5,26.1,32.7,46.3,76.4,68
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1981,43.9,49.2,26.7,216.5,106.8,32.4,12.4,42.5,28.9,56.7,137.1,36.6
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1982,59.8,41.3,131.1,181.3,14.3,35.2,40.8,46.5,21.8,64.5,112.9,35.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1983,5.1,23.1,66,140.8,64.1,16.7,38.1,23.7,20.2,39.8,35.9,61.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1984,32.7,91.8,79.5,107.5,68.5,61.6,30.6,78.2,2.3,0,109.5,16.5
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1985,8.5,0,122,30.5,21.9,33.9,33.7,31.9,85.6,85.8,96.4,90.5
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1986,48.5,52,43,50.5,30,44.5,25.5,0,101,198.5,103,6.5
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1987,5.5,14,0,0,0,0,19.6,32.3,27.1,72.4,63.1,12.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1989,21,70.3,140.6,51.5,61.6,14,44.4,11.5,28.6,26.1,50.4,37.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1990,13,27,26.1,130.5,123.2,15.2,39.8,29.1,7.7,151.2,39.5,57.4
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1991,47.5,26,48,42.5,63.7,38.6,78.9,49.8,12.6,47.4,241.1,0
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1992,51.4,60.5,120.5,103.4,49.9,38.1,89.3,91.3,66.8,7,286.8,148.7
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1993,61,156.3,129.4,142.7,190.3,34,39.5,13.7,41.6,46.6,53.2,65.6
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1994,44.7,60.2,118,79.9,78.9,36.3,45.4,20.3,38.4,191.4,162,7
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1995,10.8,83.6,111.9,67.1,71.1,88.7,23.7,74.6,65.9,125.7,111.9,106.7
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1996,53.2,115.4,149.8,100.5,204.3,63.1,91.9,12,66.2,226.2,100.6,115.3
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1997,158.3,7,77.2,80.4,40.8,74.4,78.9,10.6,86,73,258.8,40.6
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1998,10,85,196.2,73.1,248.8,54,51.3,85.2,48.3,138.9,123.8,101.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1999,106.4,95,93.6,88.2,12.5,20,1.8,20,197.2,237.9,213.9,116.3
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2000,47,42.5,145.4,35,25.5,14.7,12.5,12.5,42.8,88.5,34.7,5.4
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2001,44.7,22.5,100.8,0,40.7,12.2,2.8,6.8,35.9,53.4,54.1,41.1
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2002,1.6,17.1,55.9,84,86,56.3,18.3,27.2,25.3,21.4,27.4,44.9
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2003,0,22.7,61.1,59.2,0,0.8,8.3,0,9.1,37.3,0,3
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2006,30.7,9.4,52.6,119.9,54.7,46.7,26,23.3,14,167,102.4,409
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2007,36,17.4,37,105.7,85.6,42.8,33,69.2,18.6,202,57.9,134.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2008,105,46.8,58.4,102.1,151.3,68.8,35.8,78.4,53.7,96,283.8,78.3
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2009,71.3,77.5,147.5,92.8,80.2,33.6,27.6,51.2,32.1,107.2,88,16
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2010,6.1,23,11.5,176.5,236,53.4,143.7,23.5,104,121.9,136.6,70.1
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2011,107.7,116.6,135.6,307.3,155.4,32.4,39.5,42.9,28.8,244.5,246.4,98.1
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2012,93,43.9,97.1,216.9,28.2,30.9,58.2,33.2,18.9,125.9,23.6,46.8
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2013,21,82.5,135.3,75.7,117.3,26.5,32.9,71.2,32.1,57,283.5,33.6
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2014,20.9,57,121.5,80.599999999999994,73,42,34.4,30.3,9.800000000000001,100.7,131.6,178.1
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2015,33.700000000000003,32.5,129.6,13.5,3,48.4,33,21.9,12.7,41.3,48.8,6.3
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2016,16.899999999999999,6.5,51.4,91.5,31.4,29.5,34,20.8,23.2,113.2,111.2,50.6
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1963,8.5,53.5,24,135,202,89,79.5,65.5,18,85,93.5,6
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1964,0,24,4.5,117,104,128,78,56.5,50.5,80,64,29.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1965,6,14,14.5,185,175.5,51.5,92.5,78,40.5,129,126,15
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1966,4.5,0,109.5,64.5,58,94.5,61,64,52,54.5,153.5,124.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1967,13,7.9,80.5,113.4,112.4,136.7,63,80.9,60.5,68.8,80.3,47.1
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1968,8.4,49.5,16,180.8,74.6,120.7,68.5,63.7,88.4,70.2,108.2,11.9
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1969,115.5,10.4,3.3,190.3,97.7,50.5,53.1,43.8,32.9,217.1,100.3,15.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1970,44.4,53.6,21.3,34.5,121.7,76.7,74.7,55.9,108.8,125.6,97.8,12.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1971,25.6,16.9,110.1,87.1,155,58.2,74.5,56.9,75.8,39.7,59.7,64.7
Caldas,2401042,1106000,1023410,Caldas,R. Chiquinquirá,1982,62.9,68.8,90.4,176.2,161.3,29.9,58.1,1.6,64.1,193,46.8,49.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1972,70.2,22.9,67.9,203.4,66.1,68.2,76.2,59.8,39.5,35.6,70.9,13.6
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1973,7.1,8,16,78.4,79.5,72.5,108.4,78.2,159.8,82,109.1,62.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1974,15.9,73,69.5,70.1,74,52.6,64.1,31.9,70.5,84.9,139.2,4.8
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1975,5.1,57.3,32,77.7,93.5,84.5,58.3,82.2,73.9,157.2,50.5,66.6
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1976,8.7,32.4,85.5,92.8,101.6,90.7,52.6,50.6,67.2,124.3,74.7,28.2
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1977,3.2,0,25.3,173.2,41.9,49.6,54.6,41.5,79.2,70.6,125.2,22.3
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1978,0.3,62.3,34.1,0,89.4,59.3,31.2,62.3,52.3,99.1,50.4,29.1
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1979,14,28,79,138.7,151.5,115,32.5,72.8,32.5,245.8,173.1,57
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1980,6.6,31.3,20.5,62,61.5,143.6,63.5,53.6,45.5,106.1,39,44.9
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1981,20.2,35.3,13.4,195,174.7,65.5,32,56.9,58.4,82.2,80.7,18.2
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1982,47.9,48.2,88.1,219.6,106.5,78.2,69.2,88.1,40.6,86,20,14.4
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1983,9.5,52.1,67.2,118.1,60.9,40.3,99.4,57.1,39.9,68.4,43.5,42
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1984,12.3,46.5,31.9,76.4,75,127.7,67,86,109.1,46,48,21.7
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1985,39.9,22.9,58.5,83.1,90.7,80.3,51.2,78.8,83.7,140.5,73,37.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1986,27.5,0,25,44.5,58,125.3,61.1,42,63,173,91.5,18.5
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1987,0,0,0,0,0,0,0,61.7,29.6,115.9,46.5,40.4
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1988,24.1,57,17,64,42.5,92.7,40.7,22,88.5,111.1,117.2,67
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1989,0,0,0,9.1,86.9,70.1,91.3,67.9,52.8,38.6,57.2,18.4
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1990,25.7,52.4,36,188.1,320,220,0,0,0,0,130,111.3
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1991,0,45,144.9,94.4,91.7,63.8,104.2,83.3,59.8,51.8,148.6,46.3
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1992,23.5,16.9,20,0,31.1,56.6,161.8,105.6,143.9,26.4,223.5,85.9
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1993,75,43.4,63.5,124,219.5,70.7,143.9,56.8,76,89.8,156.4,41.8
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1994,58.4,79.7,85.6,61.6,207.2,135,139.2,113.4,168.4,211.4,149.3,0
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1995,0,0,151.4,118.4,96.5,123.1,103,69.7,70.4,89,55.5,73.1
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1996,65.6,124.3,136.7,51.2,204.2,108.1,162.3,112,54.1,184.1,84.8,144.7
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1997,138.3,24,81.8,122.2,56.3,155.7,140.6,92.4,86.4,159.8,74.9,43.8
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1998,0,0,64.9,50.9,299.7,143.3,150.8,19.1,70.1,144.8,44.9,139.6
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1999,100.4,88.7,62.2,93.2,99.4,111.1,63.9,46.2,218.9,219.5,40.9,88.9
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2000,76.8,83.2,77.3,54.2,131.1,179.2,163.6,82.8,107.8,172.1,62.8,86.4
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2001,0,0,124,19.8,51,27.1,46.2,67.1,72.5,85.9,65.7,57.7
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2002,1.8,35.9,42.6,103.4,95.6,73.2,57,68.2,45,53.2,37.5,16.7
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2003,0,45.5,70.7,66.7,0,4.2,4.8,2,1.4,2.3,0,0
El Triángulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2005,0,0,0,0,0,0,0,0,0,0,0,0
