,Prep,Month,nino34,probNeutral,probNino,probNina,state,nextState
2005-01-01,0.0,1,0.6061863000000001,0.15,0.85,0.0,0,0
2005-01-02,0.0,1,0.5993582,0.15,0.85,0.0,0,0
2005-01-03,0.0,1,0.6467837,0.15,0.85,0.0,0,1
2005-01-04,1.6,1,0.6636958000000001,0.15,0.85,0.0,1,0
2005-01-05,0.0,1,0.7113301999999999,0.15,0.85,0.0,0,0
2005-01-06,0.0,1,0.6791847,0.15,0.85,0.0,0,0
2005-01-07,0.0,1,0.5581354000000001,0.15,0.85,0.0,0,0
2005-01-08,0.0,1,0.451021,0.15,0.85,0.0,0,0
2005-01-09,0.0,1,0.5934341,0.15,0.85,0.0,0,1
2005-01-10,0.4,1,0.6724190999999999,0.15,0.85,0.0,1,0
2005-01-11,0.0,1,0.7572473000000001,0.15,0.85,0.0,0,0
2005-01-12,0.0,1,0.7553262,0.15,0.85,0.0,0,0
2005-01-13,0.0,1,0.6709630999999999,0.15,0.85,0.0,0,1
2005-01-14,0.4,1,0.4865741,0.15,0.85,0.0,1,1
2005-01-15,0.2,1,0.44367159999999994,0.15,0.85,0.0,1,1
2005-01-16,1.1,1,0.49455249999999995,0.15,0.85,0.0,1,1
2005-01-17,0.3,1,0.5434246,0.15,0.85,0.0,1,0
2005-01-18,0.0,1,0.5360125,0.15,0.85,0.0,0,0
2005-01-19,0.0,1,0.5825704,0.15,0.85,0.0,0,1
2005-01-20,2.0,1,0.6186965,0.15,0.85,0.0,1,0
2005-01-21,0.0,1,0.6389868000000001,0.15,0.85,0.0,0,0
2005-01-22,0.0,1,0.7159134,0.15,0.85,0.0,0,0
2005-01-23,0.0,1,0.6533903,0.15,0.85,0.0,0,0
2005-01-24,0.0,1,0.6089788,0.15,0.85,0.0,0,0
2005-01-25,0.0,1,0.5767071,0.15,0.85,0.0,0,0
2005-01-26,0.0,1,0.6369123000000001,0.15,0.85,0.0,0,0
2005-01-27,0.0,1,0.5723215,0.15,0.85,0.0,0,1
2005-01-28,1.0,1,0.4322751,0.15,0.85,0.0,1,1
2005-01-29,2.4,1,0.24031750000000002,0.15,0.85,0.0,1,0
2005-01-30,0.0,1,0.1384895,0.15,0.85,0.0,0,1
2005-01-31,1.7,1,0.08971023,0.15,0.85,0.0,1,0
2005-02-01,0.0,2,0.1926404,0.35,0.65,0.0,0,0
2005-02-02,0.0,2,0.2180685,0.35,0.65,0.0,0,0
2005-02-03,0.0,2,0.146623,0.35,0.65,0.0,0,0
2005-02-04,0.0,2,0.1537042,0.35,0.65,0.0,0,1
2005-02-05,0.2,2,0.25099570000000004,0.35,0.65,0.0,1,1
2005-02-06,0.4,2,0.27771540000000006,0.35,0.65,0.0,1,1
2005-02-07,0.4,2,0.17810479999999998,0.35,0.65,0.0,1,1
2005-02-08,0.3,2,0.17962999999999998,0.35,0.65,0.0,1,1
2005-02-09,0.4,2,0.1561899,0.35,0.65,0.0,1,1
2005-02-10,1.2,2,0.2723717,0.35,0.65,0.0,1,1
2005-02-11,14.5,2,0.45400820000000003,0.35,0.65,0.0,1,1
2005-02-12,8.1,2,0.4460704000000001,0.35,0.65,0.0,1,0
2005-02-13,0.0,2,0.3078531,0.35,0.65,0.0,0,0
2005-02-14,0.0,2,0.24739879999999997,0.35,0.65,0.0,0,0
2005-02-15,0.0,2,0.2973284,0.35,0.65,0.0,0,1
2005-02-16,2.1,2,0.30806740000000005,0.35,0.65,0.0,1,1
2005-02-17,1.5,2,0.16973229999999997,0.35,0.65,0.0,1,0
2005-02-18,0.0,2,0.05048525,0.35,0.65,0.0,0,0
2005-02-19,0.0,2,0.210614,0.35,0.65,0.0,0,1
2005-02-20,2.0,2,0.2442065,0.35,0.65,0.0,1,0
2005-02-21,0.0,2,0.25184429999999997,0.35,0.65,0.0,0,0
2005-02-22,0.0,2,0.1212427,0.35,0.65,0.0,0,0
2005-02-23,0.0,2,0.06309137,0.35,0.65,0.0,0,0
2005-02-24,0.0,2,-0.01657775,0.35,0.65,0.0,0,0
2005-02-25,0.0,2,-0.1369207,0.35,0.65,0.0,0,0
2005-02-26,0.0,2,-0.24012529999999996,0.35,0.65,0.0,0,0
2005-02-27,0.0,2,-0.2534601,0.35,0.65,0.0,0,1
2005-02-28,2.1,2,-0.1535934,0.35,0.65,0.0,1,0
2005-03-01,0.0,3,-0.1152048,0.65,0.35,0.0,0,0
2005-03-02,0.0,3,-0.08005313,0.65,0.35,0.0,0,1
2005-03-03,3.0,3,-0.03978858,0.65,0.35,0.0,1,1
2005-03-04,4.0,3,0.02237462,0.65,0.35,0.0,1,0
2005-03-05,0.0,3,0.1343625,0.65,0.35,0.0,0,1
2005-03-06,2.9,3,0.24876410000000002,0.65,0.35,0.0,1,1
2005-03-07,0.3,3,0.2660726,0.65,0.35,0.0,1,1
2005-03-08,0.1,3,0.1952161,0.65,0.35,0.0,1,0
2005-03-09,0.0,3,0.09667202,0.65,0.35,0.0,0,0
2005-03-10,0.0,3,0.1629515,0.65,0.35,0.0,0,0
2005-03-11,0.0,3,0.2261058,0.65,0.35,0.0,0,0
2005-03-12,0.0,3,0.2302645,0.65,0.35,0.0,0,0
2005-03-13,0.0,3,0.2129768,0.65,0.35,0.0,0,0
2005-03-14,0.0,3,0.30149590000000004,0.65,0.35,0.0,0,0
2005-03-15,0.0,3,0.3669752,0.65,0.35,0.0,0,1
2005-03-16,3.4,3,0.4296955,0.65,0.35,0.0,1,0
2005-03-17,0.0,3,0.4488613,0.65,0.35,0.0,0,1
2005-03-18,0.3,3,0.38906740000000006,0.65,0.35,0.0,1,1
2005-03-19,1.1,3,0.4122605,0.65,0.35,0.0,1,1
2005-03-20,0.1,3,0.396194,0.65,0.35,0.0,1,0
2005-03-21,0.0,3,0.27816609999999997,0.65,0.35,0.0,0,0
2005-03-22,0.0,3,0.287387,0.65,0.35,0.0,0,1
2005-03-23,6.1,3,0.25411079999999997,0.65,0.35,0.0,1,1
2005-03-24,2.6,3,0.21413800000000002,0.65,0.35,0.0,1,0
2005-03-25,0.0,3,0.2994925,0.65,0.35,0.0,0,1
2005-03-26,3.8,3,0.4260314,0.65,0.35,0.0,1,0
2005-03-27,0.0,3,0.5917047,0.65,0.35,0.0,0,1
2005-03-28,2.8,3,0.6513371,0.65,0.35,0.0,1,1
2005-03-29,0.4,3,0.5614057,0.65,0.35,0.0,1,1
2005-03-30,1.7,3,0.4329692,0.65,0.35,0.0,1,1
2005-03-31,1.1,3,0.43774300000000005,0.65,0.35,0.0,1,0
2005-04-01,0.0,4,0.47595640000000006,0.65,0.35,0.0,0,1
2005-04-02,0.3,4,0.43966350000000004,0.65,0.35,0.0,1,1
2005-04-03,6.6,4,0.3258001,0.65,0.35,0.0,1,1
2005-04-04,0.2,4,0.23891529999999997,0.65,0.35,0.0,1,1
2005-04-05,0.6,4,0.17638389999999998,0.65,0.35,0.0,1,1
2005-04-06,4.5,4,0.1734655,0.65,0.35,0.0,1,1
2005-04-07,0.1,4,0.13939949999999998,0.65,0.35,0.0,1,1
2005-04-08,1.8,4,0.1681653,0.65,0.35,0.0,1,1
2005-04-09,0.3,4,0.1158991,0.65,0.35,0.0,1,1
2005-04-10,0.2,4,0.06952985,0.65,0.35,0.0,1,1
2005-04-11,6.7,4,0.1378235,0.65,0.35,0.0,1,1
2005-04-12,2.0,4,0.06701162,0.65,0.35,0.0,1,0
2005-04-13,0.0,4,0.03720214,0.65,0.35,0.0,0,1
2005-04-14,14.4,4,-0.04393378,0.65,0.35,0.0,1,0
2005-04-15,0.0,4,0.0492507,0.65,0.35,0.0,0,1
2005-04-16,1.0,4,0.1239239,0.65,0.35,0.0,1,1
2005-04-17,1.0,4,0.06650052,0.65,0.35,0.0,1,1
2005-04-18,0.1,4,0.1169363,0.65,0.35,0.0,1,0
2005-04-19,0.0,4,0.1984757,0.65,0.35,0.0,0,1
2005-04-20,1.1,4,0.2754802,0.65,0.35,0.0,1,1
2005-04-21,0.2,4,0.3177735,0.65,0.35,0.0,1,0
2005-04-22,0.0,4,0.34392890000000004,0.65,0.35,0.0,0,1
2005-04-23,33.4,4,0.4883924,0.65,0.35,0.0,1,1
2005-04-24,0.4,4,0.5629466999999999,0.65,0.35,0.0,1,1
2005-04-25,14.9,4,0.5179229000000001,0.65,0.35,0.0,1,1
2005-04-26,0.4,4,0.4941888,0.65,0.35,0.0,1,0
2005-04-27,0.0,4,0.5248712,0.65,0.35,0.0,0,1
2005-04-28,1.3,4,0.614486,0.65,0.35,0.0,1,1
2005-04-29,1.6,4,0.5730109999999999,0.65,0.35,0.0,1,1
2005-04-30,0.5,4,0.4861253,0.65,0.35,0.0,1,1
2005-05-01,0.5,5,0.43305140000000003,0.7,0.3,0.0,1,1
2005-05-02,26.8,5,0.3519822,0.7,0.3,0.0,1,1
2005-05-03,3.2,5,0.3083071,0.7,0.3,0.0,1,1
2005-05-04,3.6,5,0.3616899,0.7,0.3,0.0,1,1
2005-05-05,0.3,5,0.42482299999999995,0.7,0.3,0.0,1,1
2005-05-06,0.5,5,0.42510459999999994,0.7,0.3,0.0,1,0
2005-05-07,0.0,5,0.4400205,0.7,0.3,0.0,0,0
2005-05-08,0.0,5,0.4076267,0.7,0.3,0.0,0,1
2005-05-09,2.1,5,0.4148736,0.7,0.3,0.0,1,0
2005-05-10,0.0,5,0.40456040000000004,0.7,0.3,0.0,0,1
2005-05-11,8.4,5,0.4325771,0.7,0.3,0.0,1,0
2005-05-12,0.0,5,0.3799843,0.7,0.3,0.0,0,1
2005-05-13,2.4,5,0.45075550000000003,0.7,0.3,0.0,1,0
2005-05-14,0.0,5,0.4677191,0.7,0.3,0.0,0,1
2005-05-15,26.9,5,0.4406939,0.7,0.3,0.0,1,1
2005-05-16,7.5,5,0.3512841,0.7,0.3,0.0,1,1
2005-05-17,6.2,5,0.2660362,0.7,0.3,0.0,1,1
2005-05-18,9.1,5,0.28545390000000004,0.7,0.3,0.0,1,1
2005-05-19,0.1,5,0.2463669,0.7,0.3,0.0,1,0
2005-05-20,0.0,5,0.24268470000000003,0.7,0.3,0.0,0,1
2005-05-21,5.2,5,0.23745300000000003,0.7,0.3,0.0,1,1
2005-05-22,23.9,5,0.3557838,0.7,0.3,0.0,1,1
2005-05-23,9.9,5,0.481158,0.7,0.3,0.0,1,1
2005-05-24,0.4,5,0.41337609999999997,0.7,0.3,0.0,1,1
2005-05-25,6.9,5,0.31881129999999996,0.7,0.3,0.0,1,1
2005-05-26,12.2,5,0.2633233,0.7,0.3,0.0,1,1
2005-05-27,0.9,5,0.25909770000000004,0.7,0.3,0.0,1,0
2005-05-28,0.0,5,0.3237502,0.7,0.3,0.0,0,0
2005-05-29,0.0,5,0.27412159999999997,0.7,0.3,0.0,0,1
2005-05-30,0.5,5,0.1439072,0.7,0.3,0.0,1,1
2005-05-31,3.8,5,0.07784706,0.7,0.3,0.0,1,1
2005-06-01,0.2,6,0.1366528,0.7,0.3,0.0,1,0
2005-06-02,0.0,6,0.3030839,0.7,0.3,0.0,0,0
2005-06-03,0.0,6,0.32577670000000003,0.7,0.3,0.0,0,1
2005-06-04,0.3,6,0.367685,0.7,0.3,0.0,1,1
2005-06-05,4.1,6,0.43022250000000006,0.7,0.3,0.0,1,1
2005-06-06,6.3,6,0.4365686,0.7,0.3,0.0,1,0
2005-06-07,0.0,6,0.44418090000000005,0.7,0.3,0.0,0,1
2005-06-08,2.4,6,0.486588,0.7,0.3,0.0,1,1
2005-06-09,0.3,6,0.5373311,0.7,0.3,0.0,1,0
2005-06-10,0.0,6,0.4921157,0.7,0.3,0.0,0,1
2005-06-11,7.8,6,0.47438109999999994,0.7,0.3,0.0,1,0
2005-06-12,0.0,6,0.5029703,0.7,0.3,0.0,0,0
2005-06-13,0.0,6,0.5576726,0.7,0.3,0.0,0,1
2005-06-14,7.7,6,0.43963290000000005,0.7,0.3,0.0,1,0
2005-06-15,0.0,6,0.3219804,0.7,0.3,0.0,0,0
2005-06-16,0.0,6,0.4282939,0.7,0.3,0.0,0,0
2005-06-17,0.0,6,0.4260168,0.7,0.3,0.0,0,0
2005-06-18,0.0,6,0.31035890000000005,0.7,0.3,0.0,0,1
2005-06-19,4.3,6,0.19264260000000002,0.7,0.3,0.0,1,1
2005-06-20,0.3,6,0.3676325,0.7,0.3,0.0,1,0
2005-06-21,0.0,6,0.4533307,0.7,0.3,0.0,0,0
2005-06-22,0.0,6,0.4394717000000001,0.7,0.3,0.0,0,1
2005-06-23,0.7,6,0.4379959,0.7,0.3,0.0,1,0
2005-06-24,0.0,6,0.42507690000000004,0.7,0.3,0.0,0,0
2005-06-25,0.0,6,0.38659570000000004,0.7,0.3,0.0,0,1
2005-06-26,0.4,6,0.2792686,0.7,0.3,0.0,1,0
2005-06-27,0.0,6,0.261125,0.7,0.3,0.0,0,0
2005-06-28,0.0,6,0.35051370000000004,0.7,0.3,0.0,0,0
2005-06-29,0.0,6,0.3751473,0.7,0.3,0.0,0,1
2005-06-30,1.8,6,0.37808,0.7,0.3,0.0,1,0
2005-07-01,0.0,7,0.3699045,0.75,0.25,0.0,0,0
2005-07-02,0.0,7,0.3725166,0.75,0.25,0.0,0,1
2005-07-03,0.1,7,0.43531729999999996,0.75,0.25,0.0,1,1
2005-07-04,1.1,7,0.43808739999999996,0.75,0.25,0.0,1,1
2005-07-05,0.8,7,0.4446277,0.75,0.25,0.0,1,1
2005-07-06,0.3,7,0.3820739,0.75,0.25,0.0,1,1
2005-07-07,0.3,7,0.2709479,0.75,0.25,0.0,1,1
2005-07-08,2.6,7,0.240152,0.75,0.25,0.0,1,0
2005-07-09,0.0,7,0.2189623,0.75,0.25,0.0,0,0
2005-07-10,0.0,7,0.27063059999999994,0.75,0.25,0.0,0,1
2005-07-11,0.5,7,0.2529319,0.75,0.25,0.0,1,1
2005-07-12,1.3,7,0.1921837,0.75,0.25,0.0,1,1
2005-07-13,0.9,7,0.18062160000000002,0.75,0.25,0.0,1,1
2005-07-14,6.3,7,0.25954210000000005,0.75,0.25,0.0,1,1
2005-07-15,0.4,7,0.35586540000000005,0.75,0.25,0.0,1,1
2005-07-16,2.9,7,0.3365014,0.75,0.25,0.0,1,1
2005-07-17,0.3,7,0.287618,0.75,0.25,0.0,1,0
2005-07-18,0.0,7,0.2653036,0.75,0.25,0.0,0,1
2005-07-19,1.2,7,0.2565819,0.75,0.25,0.0,1,0
2005-07-20,0.0,7,0.21862510000000002,0.75,0.25,0.0,0,1
2005-07-21,1.0,7,0.2103472,0.75,0.25,0.0,1,1
2005-07-22,0.3,7,0.2047328,0.75,0.25,0.0,1,0
2005-07-23,0.0,7,0.1023487,0.75,0.25,0.0,0,1
2005-07-24,1.1,7,0.04289846,0.75,0.25,0.0,1,0
2005-07-25,0.0,7,0.06139701,0.75,0.25,0.0,0,0
2005-07-26,0.0,7,0.10231380000000001,0.75,0.25,0.0,0,0
2005-07-27,0.0,7,0.1161884,0.75,0.25,0.0,0,0
2005-07-28,0.0,7,0.03432228,0.75,0.25,0.0,0,0
2005-07-29,0.0,7,0.04452693,0.75,0.25,0.0,0,0
2005-07-30,0.0,7,0.04696549,0.75,0.25,0.0,0,0
2005-07-31,0.0,7,0.005211375999999999,0.75,0.25,0.0,0,1
2005-08-01,0.3,8,-0.05317312,0.88,0.1,0.02,1,0
2005-08-02,0.0,8,-0.07199005,0.88,0.1,0.02,0,1
2005-08-03,0.1,8,0.005431184,0.88,0.1,0.02,1,0
2005-08-04,0.0,8,0.03182757,0.88,0.1,0.02,0,0
2005-08-05,0.0,8,0.009635963,0.88,0.1,0.02,0,0
2005-08-06,0.0,8,0.1407379,0.88,0.1,0.02,0,1
2005-08-07,0.1,8,0.1656973,0.88,0.1,0.02,1,0
2005-08-08,0.0,8,0.1528922,0.88,0.1,0.02,0,0
2005-08-09,0.0,8,0.1130961,0.88,0.1,0.02,0,0
2005-08-10,0.0,8,0.14907120000000001,0.88,0.1,0.02,0,0
2005-08-11,0.0,8,0.23591460000000003,0.88,0.1,0.02,0,0
2005-08-12,0.0,8,0.273891,0.88,0.1,0.02,0,1
2005-08-13,2.1,8,0.2678917,0.88,0.1,0.02,1,1
2005-08-14,7.8,8,0.21998270000000003,0.88,0.1,0.02,1,1
2005-08-15,0.2,8,0.1774325,0.88,0.1,0.02,1,1
2005-08-16,0.8,8,0.2018357,0.88,0.1,0.02,1,0
2005-08-17,0.0,8,0.2253868,0.88,0.1,0.02,0,1
2005-08-18,10.2,8,0.13628320000000002,0.88,0.1,0.02,1,0
2005-08-19,0.0,8,0.06263559,0.88,0.1,0.02,0,1
2005-08-20,0.2,8,0.08212294,0.88,0.1,0.02,1,0
2005-08-21,0.0,8,0.107951,0.88,0.1,0.02,0,1
2005-08-22,4.3,8,0.08911169,0.88,0.1,0.02,1,1
2005-08-23,19.4,8,0.10655350000000001,0.88,0.1,0.02,1,1
2005-08-24,0.3,8,0.08463047,0.88,0.1,0.02,1,1
2005-08-25,3.2,8,0.11460139999999999,0.88,0.1,0.02,1,1
2005-08-26,6.4,8,0.1494955,0.88,0.1,0.02,1,1
2005-08-27,4.5,8,0.2253279,0.88,0.1,0.02,1,0
2005-08-28,0.0,8,0.2267857,0.88,0.1,0.02,0,0
2005-08-29,0.0,8,0.24201720000000002,0.88,0.1,0.02,0,1
2005-08-30,5.4,8,0.1687766,0.88,0.1,0.02,1,1
2005-08-31,0.7,8,0.06621869,0.88,0.1,0.02,1,0
2005-09-01,0.0,9,-0.01345141,0.95,0.03,0.02,0,1
2005-09-02,6.0,9,-0.08583745,0.95,0.03,0.02,1,0
2005-09-03,0.0,9,-0.17962279999999997,0.95,0.03,0.02,0,0
2005-09-04,0.0,9,-0.2366978,0.95,0.03,0.02,0,1
2005-09-05,0.4,9,-0.2700964,0.95,0.03,0.02,1,1
2005-09-06,0.1,9,-0.20504470000000002,0.95,0.03,0.02,1,0
2005-09-07,0.0,9,-0.260794,0.95,0.03,0.02,0,0
2005-09-08,0.0,9,-0.3720555,0.95,0.03,0.02,0,0
2005-09-09,0.0,9,-0.33538629999999997,0.95,0.03,0.02,0,0
2005-09-10,0.0,9,-0.3049369,0.95,0.03,0.02,0,1
2005-09-11,1.4,9,-0.2130339,0.95,0.03,0.02,1,0
2005-09-12,0.0,9,-0.09037117,0.95,0.03,0.02,0,1
2005-09-13,7.7,9,-0.1089746,0.95,0.03,0.02,1,0
2005-09-14,0.0,9,-0.164398,0.95,0.03,0.02,0,1
2005-09-15,0.5,9,-0.2208969,0.95,0.03,0.02,1,0
2005-09-16,0.0,9,-0.3016399,0.95,0.03,0.02,0,0
2005-09-17,0.0,9,-0.23041710000000004,0.95,0.03,0.02,0,0
2005-09-18,0.0,9,-0.06984819,0.95,0.03,0.02,0,0
2005-09-19,0.0,9,0.02392249,0.95,0.03,0.02,0,0
2005-09-20,0.0,9,0.1204545,0.95,0.03,0.02,0,1
2005-09-21,0.4,9,0.15631760000000003,0.95,0.03,0.02,1,1
2005-09-22,3.0,9,0.20766199999999999,0.95,0.03,0.02,1,1
2005-09-23,2.0,9,0.2565601,0.95,0.03,0.02,1,1
2005-09-24,33.0,9,0.2544313,0.95,0.03,0.02,1,1
2005-09-25,7.3,9,0.1701724,0.95,0.03,0.02,1,1
2005-09-26,7.8,9,0.02576654,0.95,0.03,0.02,1,1
2005-09-27,6.4,9,-0.05829634,0.95,0.03,0.02,1,1
2005-09-28,12.4,9,0.08825431,0.95,0.03,0.02,1,1
2005-09-29,1.8,9,0.08127064,0.95,0.03,0.02,1,1
2005-09-30,7.6,9,-0.02004999,0.95,0.03,0.02,1,1
2005-10-01,0.1,10,-0.01666912,0.98,0.01,0.01,1,1
2005-10-02,0.6,10,-0.06180957,0.98,0.01,0.01,1,0
2005-10-03,0.0,10,-0.01075318,0.98,0.01,0.01,0,1
2005-10-04,1.6,10,0.02622248,0.98,0.01,0.01,1,1
2005-10-05,0.5,10,0.1065078,0.98,0.01,0.01,1,1
2005-10-06,16.0,10,0.0333312,0.98,0.01,0.01,1,0
2005-10-07,0.0,10,0.08162934,0.98,0.01,0.01,0,0
2005-10-08,0.0,10,0.1350738,0.98,0.01,0.01,0,1
2005-10-09,13.2,10,0.1346845,0.98,0.01,0.01,1,1
2005-10-10,4.8,10,0.1338321,0.98,0.01,0.01,1,0
2005-10-11,0.0,10,0.1200327,0.98,0.01,0.01,0,1
2005-10-12,8.5,10,0.0893409,0.98,0.01,0.01,1,0
2005-10-13,0.0,10,0.01202645,0.98,0.01,0.01,0,1
2005-10-14,6.3,10,-0.04372975,0.98,0.01,0.01,1,1
2005-10-15,10.7,10,0.0015793579999999999,0.98,0.01,0.01,1,1
2005-10-16,1.2,10,0.03594762,0.98,0.01,0.01,1,0
2005-10-17,0.0,10,-0.009757708,0.98,0.01,0.01,0,0
2005-10-18,0.0,10,0.08848269,0.98,0.01,0.01,0,0
2005-10-19,0.0,10,0.1521655,0.98,0.01,0.01,0,0
2005-10-20,0.0,10,0.19343849999999999,0.98,0.01,0.01,0,1
2005-10-21,11.9,10,0.2311895,0.98,0.01,0.01,1,1
2005-10-22,9.6,10,0.2006844,0.98,0.01,0.01,1,1
2005-10-23,16.0,10,0.08587873,0.98,0.01,0.01,1,1
2005-10-24,8.0,10,-0.06306488,0.98,0.01,0.01,1,1
2005-10-25,1.2,10,-0.06466348,0.98,0.01,0.01,1,1
2005-10-26,0.1,10,-0.06608549,0.98,0.01,0.01,1,1
2005-10-27,18.4,10,-0.01433604,0.98,0.01,0.01,1,1
2005-10-28,1.1,10,-0.06358853,0.98,0.01,0.01,1,1
2005-10-29,0.5,10,-0.1750369,0.98,0.01,0.01,1,0
2005-10-30,0.0,10,-0.2678836,0.98,0.01,0.01,0,1
2005-10-31,1.0,10,-0.18117429999999998,0.98,0.01,0.01,1,1
2005-11-01,0.3,11,-0.142913,1.0,0.0,0.0,1,0
2005-11-02,0.0,11,-0.10962129999999999,1.0,0.0,0.0,0,0
2005-11-03,0.0,11,-0.22516889999999998,1.0,0.0,0.0,0,0
2005-11-04,0.0,11,-0.33363709999999996,1.0,0.0,0.0,0,1
2005-11-05,7.2,11,-0.33088449999999997,1.0,0.0,0.0,1,1
2005-11-06,3.8,11,-0.3463981,1.0,0.0,0.0,1,0
2005-11-07,0.0,11,-0.3616219,1.0,0.0,0.0,0,1
2005-11-08,11.2,11,-0.3511324,1.0,0.0,0.0,1,1
2005-11-09,0.5,11,-0.30550920000000004,1.0,0.0,0.0,1,1
2005-11-10,2.4,11,-0.284812,1.0,0.0,0.0,1,1
2005-11-11,0.5,11,-0.2617393,1.0,0.0,0.0,1,1
2005-11-12,3.8,11,-0.27281669999999997,1.0,0.0,0.0,1,1
2005-11-13,0.4,11,-0.2654459,1.0,0.0,0.0,1,0
2005-11-14,0.0,11,-0.27466609999999997,1.0,0.0,0.0,0,1
2005-11-15,0.2,11,-0.1870373,1.0,0.0,0.0,1,0
2005-11-16,0.0,11,-0.1697864,1.0,0.0,0.0,0,0
2005-11-17,0.0,11,-0.21468289999999998,1.0,0.0,0.0,0,1
2005-11-18,1.3,11,-0.2399929,1.0,0.0,0.0,1,0
2005-11-19,0.0,11,-0.21993139999999997,1.0,0.0,0.0,0,1
2005-11-20,4.4,11,-0.2508608,1.0,0.0,0.0,1,1
2005-11-21,2.5,11,-0.3007917,1.0,0.0,0.0,1,1
2005-11-22,2.8,11,-0.31895640000000003,1.0,0.0,0.0,1,1
2005-11-23,0.2,11,-0.3664868,1.0,0.0,0.0,1,0
2005-11-24,0.0,11,-0.41380609999999995,1.0,0.0,0.0,0,0
2005-11-25,0.0,11,-0.5011722,1.0,0.0,0.0,0,1
2005-11-26,5.7,11,-0.5679196999999999,1.0,0.0,0.0,1,0
2005-11-27,0.0,11,-0.5695177,1.0,0.0,0.0,0,0
2005-11-28,0.0,11,-0.5215662,1.0,0.0,0.0,0,0
2005-11-29,0.0,11,-0.5807898,1.0,0.0,0.0,0,1
2005-11-30,0.6,11,-0.6215134,1.0,0.0,0.0,1,1
2005-12-01,1.5,12,-0.6855845,0.95,0.0,0.05,1,1
2005-12-02,1.5,12,-0.7026304,0.95,0.0,0.05,1,0
2005-12-03,0.0,12,-0.7178924,0.95,0.0,0.05,0,1
2005-12-04,13.8,12,-0.7656850000000001,0.95,0.0,0.05,1,1
2005-12-05,3.2,12,-0.7498068,0.95,0.0,0.05,1,0
2005-12-06,0.0,12,-0.7154594,0.95,0.0,0.05,0,1
2005-12-07,1.3,12,-0.576548,0.95,0.0,0.05,1,1
2005-12-08,44.6,12,-0.4985702,0.95,0.0,0.05,1,0
2005-12-09,0.0,12,-0.4909405,0.95,0.0,0.05,0,0
2005-12-10,0.0,12,-0.5561224,0.95,0.0,0.05,0,0
2005-12-11,0.0,12,-0.7005473000000001,0.95,0.0,0.05,0,0
2005-12-12,0.0,12,-0.7332165,0.95,0.0,0.05,0,1
2005-12-13,7.2,12,-0.669625,0.95,0.0,0.05,1,0
2005-12-14,0.0,12,-0.6654177,0.95,0.0,0.05,0,1
2005-12-15,13.7,12,-0.602959,0.95,0.0,0.05,1,1
2005-12-16,10.4,12,-0.5881364,0.95,0.0,0.05,1,1
2005-12-17,0.5,12,-0.6599873,0.95,0.0,0.05,1,1
2005-12-18,1.6,12,-0.6673429,0.95,0.0,0.05,1,1
2005-12-19,9.2,12,-0.6861073000000001,0.95,0.0,0.05,1,0
2005-12-20,0.0,12,-0.7578550999999999,0.95,0.0,0.05,0,0
2005-12-21,0.0,12,-0.8543462,0.95,0.0,0.05,0,1
2005-12-22,1.5,12,-0.8393226,0.95,0.0,0.05,1,0
2005-12-23,0.0,12,-0.7825521,0.95,0.0,0.05,0,0
2005-12-24,0.0,12,-0.774556,0.95,0.0,0.05,0,0
2005-12-25,0.0,12,-0.768809,0.95,0.0,0.05,0,1
2005-12-26,1.1,12,-0.7532923,0.95,0.0,0.05,1,0
2005-12-27,0.0,12,-0.7965982,0.95,0.0,0.05,0,0
2005-12-28,0.0,12,-0.9322578000000001,0.95,0.0,0.05,0,1
2005-12-29,0.1,12,-1.032704,0.95,0.0,0.05,1,0
2005-12-30,0.0,12,-1.102581,0.95,0.0,0.05,0,0
2005-12-31,0.0,12,-1.1424450000000002,0.95,0.0,0.05,0,0
2006-01-01,0.0,1,-1.075142,0.49,0.01,0.5,0,1
2006-01-02,0.4,1,-1.002053,0.49,0.01,0.5,1,1
2006-01-03,18.5,1,-0.9688643,0.49,0.01,0.5,1,1
2006-01-04,0.3,1,-0.9225846999999999,0.49,0.01,0.5,1,1
2006-01-05,0.3,1,-0.8521556,0.49,0.01,0.5,1,1
2006-01-06,1.4,1,-0.8491306999999999,0.49,0.01,0.5,1,1
2006-01-07,11.4,1,-0.8565366,0.49,0.01,0.5,1,1
2006-01-08,4.9,1,-0.8739466,0.49,0.01,0.5,1,1
2006-01-09,9.6,1,-0.9112435999999999,0.49,0.01,0.5,1,1
2006-01-10,6.5,1,-0.9542767,0.49,0.01,0.5,1,0
2006-01-11,0.0,1,-1.036438,0.49,0.01,0.5,0,0
2006-01-12,0.0,1,-1.160678,0.49,0.01,0.5,0,0
2006-01-13,0.0,1,-1.157551,0.49,0.01,0.5,0,0
2006-01-14,0.0,1,-1.0814700000000002,0.49,0.01,0.5,0,1
2006-01-15,2.0,1,-1.1549770000000001,0.49,0.01,0.5,1,0
2006-01-16,0.0,1,-1.183935,0.49,0.01,0.5,0,0
2006-01-17,0.0,1,-1.1147559999999999,0.49,0.01,0.5,0,0
2006-01-18,0.0,1,-1.095313,0.49,0.01,0.5,0,0
2006-01-19,0.0,1,-1.1447610000000001,0.49,0.01,0.5,0,0
2006-01-20,0.0,1,-1.153,0.49,0.01,0.5,0,0
2006-01-21,0.0,1,-1.154726,0.49,0.01,0.5,0,0
