"(Intercept)" 4.22527868988055 0.614014497509124
"Month2" 0.711344578823752 -0.0141271656737715
"Month3" 1.91933990713195 -0.0232657355057391
"Month4" 2.90834406783939 -0.0460909390628885
"Month5" 1.97052252728919 -0.0251424192504104
"Month6" -0.198251739836194 -0.00978593508820606
"Month7" -0.456046722547361 -0.00743881428449929
"Month8" -0.430377140289988 0.0642706135757419
"Month9" 0.235809529468813 -0.0217893563636804
"Month10" 3.23754780011049 -0.0599548244114907
"Month11" 2.98494520793936 0.0027221978485196
"Month12" 1.67616591878608 0.00332537175110526
"probNino" -2.50178577594088 0.0125955976942356
"probNina" 0.00586718559592127 0.0985877334410731
